,N° Processo,N° Contrato,Modalidade,Tipo,Data do Aditivo,Abertura,Objeto,Valor,Datas,Situação,Editais de Licitação e Demais Arquivos,
78, 000012/2020," 0072/2020
",Pregão,Menor Preço,,20/02/2020,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE EQUIPE DE ARBITRAGEM PARA O CAMPEONATO MUNICIPAL RURAL DE FUTEBOL 2020 DO MUNICIPIO DE CAREACU-MG.,12920,"Edital: 06/02/2020
Homologação: 28/02/2020
Julgamento: 20/02/2020
Adjudicação: 20/02/2020
Data de publicação: 06/02/2020
Prazo de Execução: 12 Meses
",Finalizado,,
79, 000010/2020," 0016/2020
",Inexigibilidade,Menor Preço,,27/01/2020,"CONTRATACAO DA DUPLA SERTANEJA EDSON & HUDSON, ATRAVES DA EMPRESA LIVE TALENTOS AGENCIAMENTO, PRODUCAO E PUBLICIDADE LTDA, PARA A REALIZACAO DE SHOW, NO DIA 02 DE MAIO DE 2020, RESPECTIVAMENTE, A PARTIR DAS 23H59MIN, NO EVENTO CULTURAL ""AGITA CAREACU 15 ANOS"", CONFORME CALENDARIO CULTURAL DO MUNICIPIO DE CAREACU.",110000,"Homologação: 27/01/2020
Julgamento: 27/01/2020
Adjudicação: 27/01/2020
",Finalizado,,
80, 000009/2020," 0070/2020
",Tomada de Preços,Maior Lance ou Oferta,,13/02/2020,CONTRATACAO DE MAO-DE-OBRA PARA TROCA DE PISO E PINTURA DO CENTRO DE ODONTOLOGIA MUNICIPAL.,12172.15,"Edital: 21/01/2020
Homologação: 19/02/2020
Julgamento: 13/02/2020
Adjudicação: 13/02/2020
Data de publicação: 21/01/2020
Prazo de Execução: 2 Meses
",Finalizado,,
81, 000009/2020 / A," 0070/2020 / ADITIVO
",Tomada de Preços,Maior Lance ou Oferta,09/06/2020,13/02/2020,CONTRATACAO DE MAO-DE-OBRA PARA TROCA DE PISO E PINTURA DO CENTRO DE ODONTOLOGIA MUNICIPAL.,3041.71,"Edital: 21/01/2020
Homologação: 19/02/2020
Julgamento: 13/02/2020
Adjudicação: 13/02/2020
Data de publicação: 21/01/2020
Prazo de Execução: 2 Meses
",Finalizado,,
82, 000008/2020," 0015/2020
",Inexigibilidade,Menor Preço,,20/01/2020,"CONTRATACAO DA DUPLA SERTANEJA FERNANDO & SOROCABA, ATRAVES DA EMPRESA F & S PRODUCOES ARTISTICAS LTDA - ME, PARA A REALIZACAO DE SHOW, NO DIA 30 DE ABRIL DE 2020, RESPECTIVAMENTE, A PARTIR DAS 23H59MIN, NO EVENTO CULTURAL ""AGITA CAREACU 15 ANOS"", CONFORME CALENDARIO CULTURAL DO MUNICIPIO DE CAREACU.",190000,"Homologação: 21/01/2020
Julgamento: 20/01/2020
Adjudicação: 20/01/2020
",Finalizado,,
83, 000007/2020," 0062/2020
 0064/2020
 0063/2020
 0065/2020
",Pregão,Menor Preço,,04/02/2020,AQUISICAO DE GENEROS ALIMENTICIOS PARA ATENDIMENTO AOS SETORES DA EDUCACAO E ADMINISTRACAO DA PREFEITURA MUNICIPAL.,590988.32,"Edital: 15/01/2020
Homologação: 10/02/2020
Julgamento: 04/02/2020
Adjudicação: 04/02/2020
Data de publicação: 15/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
84, 000007/2020 / A," 0064/2020 / ADITIVO
",Pregão,Menor Preço,24/09/2020,04/02/2020,AQUISICAO DE GENEROS ALIMENTICIOS PARA ATENDIMENTO AOS SETORES DA EDUCACAO E ADMINISTRACAO DA PREFEITURA MUNICIPAL.,76696.16,"Edital: 15/01/2020
Homologação: 10/02/2020
Julgamento: 04/02/2020
Adjudicação: 04/02/2020
Data de publicação: 15/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
85, 000006/2020," 0061/2020
",Pregão,Menor Preço,,29/01/2020,"AQUISICAO DE LEITE PASTEURIZADO TIPO B, PARA O ATENDIMENTO AOS SETORES DA EDUCACAO, CRAS, SAUDE E ADMINISTRACAO MUNICIPAL.",79350,"Edital: 14/01/2020
Homologação: 10/02/2020
Julgamento: 29/01/2020
Adjudicação: 29/01/2020
Data de publicação: 14/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
86, 000005/2020," 0060/2020
",Pregão,Menor Preço,,28/01/2020,"AQUISICAO DE COMBUSTIVEL GASOLINA COMUM, OLEO DIESEL COMUM, OLEO DIESEL S10 (NA CONFORMIDADE DA RESOLUCAO ANP 65/2011) E ETANOL, PARA A MANUTENCAO DOS VEICULOS PERTENCENTE A FROTA DA PREFEITURA MUNICIPAL DE CAREACU-MG.",4004510,"Edital: 13/01/2020
Homologação: 10/02/2020
Julgamento: 28/01/2020
Adjudicação: 28/01/2020
Data de publicação: 13/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
87, 000004/2020," 0057/2020
 0057/2020
 0057/2020
 0057/2020
 0057/2020
",Tomada de Preços,Menor Preço,,30/01/2020,CONTRATACAO DE EMPRESA PARA AMPLIACAO TIPO B - PROJETO PADRAO FNDE DO PROINFANCIA (CEMEI MONSENHOR NELSON LEITE LEMES).,242381.3,"Edital: 08/01/2020
Homologação: 05/02/2020
Julgamento: 30/01/2020
Adjudicação: 30/01/2020
Data de publicação: 08/01/2020
Prazo de Execução: 4 Meses
",Finalizado,,
88, 000004/2020 / A," 0057/2020 / ADITIVO
",Tomada de Preços,Menor Preço,14/07/2021,30/01/2020,CONTRATACAO DE EMPRESA PARA AMPLIACAO TIPO B - PROJETO PADRAO FNDE DO PROINFANCIA (CEMEI MONSENHOR NELSON LEITE LEMES).,50683.03,"Edital: 08/01/2020
Homologação: 05/02/2020
Julgamento: 30/01/2020
Adjudicação: 30/01/2020
Data de publicação: 08/01/2020
Prazo de Execução: 4 Meses
",Finalizado,,
89, 000003/2020," 0056/2020
",Pregão,Menor Preço,,23/01/2020,"AQUISICAO DE 01 (UM) VEICULO PICK-UP 0 (ZERO) KM, PARA ATENDIMENTO AO SETOR DE SAUDE (PSF RURAL) DESTE MUNICIPIO.",143800,"Edital: 08/01/2020
Homologação: 04/02/2020
Julgamento: 23/01/2020
Adjudicação: 04/02/2020
Data de publicação: 08/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
90, 000002/2020," 0017/2020
",Pregão,Menor Preço,,22/01/2020,CONTRATACAO DE EMPRESA PARA AQUISICAO DE TABLETS PARA O ATENDIMENTO DO SETOR DE SAUDE MUNICIPAL.,32224,"Edital: 07/01/2020
Homologação: 28/01/2020
Julgamento: 22/01/2020
Adjudicação: 22/01/2020
Data de publicação: 07/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
91, 000001/2020," 0012/2020
",Dispensa,Menor Preço,,09/01/2020,CONTRATACAO DE SERVICOS TECNICOS ESPECIALIZADOS PARA REVISAO E ATUALIZACAO DE PROJETOS E PLANILHA ORCAMENTARIA DO SISTEMA DE ESGOTAMENTO SANITARIO DO MUNICIPIO DE CAREACU-MG.,17000,"Edital: 08/01/2020
Homologação: 09/01/2020
Julgamento: 09/01/2020
Adjudicação: 09/01/2020
Data de publicação: 09/01/2020
Prazo de Execução: 12 Meses
",Finalizado,,
92, 000082/2019," 0014/2020
",Pregão,Menor Preço,,07/01/2020,AQUISICAO DE KITS ESCOLARES PARA O ATENDIMENTO AO SETOR DE EDUCACAO DESTE MUNICIPIO NO ANO LETIVO DE 2020.,67200,"Edital: 17/12/2019
Homologação: 13/01/2020
Julgamento: 07/01/2020
Adjudicação: 07/01/2020
Data de publicação: 18/12/2019
Prazo de Execução: 12 Meses
",Finalizado,,
93, 000081/2019," 0011/2020
",Pregão,Menor Preço,,03/01/2020,AQUISICAO DE BARRAS DE PERFIL ENRIJECIDO PARA USO NO BARRACAO DA GARAGEM MUNICIPAL.,46800,"Edital: 16/12/2019
Homologação: 09/01/2020
Julgamento: 03/01/2020
Adjudicação: 03/01/2020
Data de publicação: 17/12/2019
Prazo de Execução: 12 Meses
",Finalizado,,
94, 000072/2019 / A," 0316/2019 / ADITIVO
",Pregão,Menor Preço,29/06/2020,21/11/2019,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS ESPECIALIZADOS DE EMBUCHAMENTO E SERVICOS DE EIXO NOS DIVERSOS VEICULOS, PERTECENTES A FROTA MUNICIPAL.",8820,"Edital: 06/11/2019
Homologação: 27/11/2019
Julgamento: 21/11/2019
Adjudicação: 21/11/2019
Data de publicação: 07/11/2019
Prazo de Execução: 12 Meses
",Finalizado,,
95, 000072/2019 / B," 0317/2019 / ADITIVO
 0316/2019 / ADITIVO
",Pregão,Menor Preço,27/11/2020,21/11/2019,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS ESPECIALIZADOS DE EMBUCHAMENTO E SERVICOS DE EIXO NOS DIVERSOS VEICULOS, PERTECENTES A FROTA MUNICIPAL.",102480,"Edital: 06/11/2019
Homologação: 27/11/2019
Julgamento: 21/11/2019
Adjudicação: 21/11/2019
Data de publicação: 07/11/2019
Prazo de Execução: 12 Meses
",Finalizado,,
96, 000068/2019 / A," 0313/2019 / ADITIVO
 0311/2019 / ADITIVO
 0312/2019 / ADITIVO
",Pregão,Menor Preço,11/11/2020,05/11/2019,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS ESPECIALIZADOS DE BOMBAS E BICOS INJETORES EM VEICULOS E MAQUINAS, PERTENCENTES A FROTA MUNICIPAL.",148000,"Edital: 21/10/2019
Homologação: 11/11/2019
Julgamento: 05/11/2019
Adjudicação: 05/11/2019
Data de publicação: 22/10/2019
Prazo de Execução: 12 Meses
",Finalizado,,
97, 000058/2019 / A," 0238/2019 / ADITIVO
",Dispensa,Menor Preço,28/08/2020,30/08/2019,"CONTRATACAO DE EMPRESA PARA IMPLANTACAO, TREINAMENTO, CAPACITACAO, ACESSO AS FUNCIONALIDADES DO SOFTWARE DE GESTAO DOS DOCUMENTOS, BACKUP EM MIDIA PESQUISAVEL OFF-LINE, ASSISTENCIA TECNICA E SUPORTE COMPLETO.",3075,"Homologação: 30/08/2019
Julgamento: 30/08/2019
Adjudicação: 30/08/2019
",Finalizado,,
98, 000055/2019 / A," 0283/2019 / ADITIVO
",Tomada de Preços,Menor Preço,15/10/2020,17/09/2019,CONTRATACAO DE MAO DE OBRA PARA MANUTENCAO DE PAVIMENTO EM BLOQUETES DE CONCRETO SEXTAVADOS NAS RUAS DIVERSAS DE CAREACU-MG.,201440,"Edital: 22/08/2019
Homologação: 15/10/2019
Julgamento: 17/09/2019
Adjudicação: 09/10/2019
Data de publicação: 23/08/2019
Prazo de Execução: 12 Meses
",Finalizado,,
99, 000054/2019 / A," 0249/2019 / ADITIVO
",Pregão,Menor Preço,11/09/2020,05/09/2019,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS MECANICOS PARA A MANUTENCAO DE VEICULOS PESADOS (CAMINHOES E ONIBUS), PERTENCENTE A FROTA MUNICIPAL.",56400,"Edital: 21/08/2019
Homologação: 11/09/2019
Julgamento: 05/09/2019
Adjudicação: 05/09/2019
Data de publicação: 22/08/2019
Prazo de Execução: 12 Meses
",Finalizado,,
100, 000048/2019 / A," 0208/2019 / ADITIVO
",Dispensa,Menor Preço,30/07/2020,30/07/2019,"LOCACAO DE AREA RURAL, SITUADA NO SITIO SERRA, RODOVIA FERNAO DIAS, KM 763, MUNICIPIO DE CAREACU-MG, PARA DESCARTE DE ENTULHOS DA CONSTRUCAO CIVIL.",15000,"Homologação: 30/07/2019
Julgamento: 30/07/2019
Adjudicação: 30/07/2019
",Finalizado,,
101, 000047/2019 / A," 0224/2019 / ADITIVO
 0225/2019 / ADITIVO
",Pregão,Menor Preço,14/08/2020,08/08/2019,"PRESTACAO DE SERVICOS DE LAVAGEM NOS VEICULOS LEVES E PESADOS, PERTENCENTE A FROTA MUNICIPAL.",77000,"Edital: 24/07/2019
Homologação: 14/08/2019
Julgamento: 08/08/2019
Adjudicação: 08/08/2019
Data de publicação: 25/07/2019
Prazo de Execução: 12 Meses
",Finalizado,,
102, 000044/2019 / A," 0216/2019 / ADITIVO
",Pregão,Menor Preço,17/06/2020,31/07/2019,"AQUISICAO DE MATERIAL HOSPITALAR PARA MANUTENCAO DA SECRETARIA DE SAUDE E FRALDAS, EM ATENDIMENTO AOS SETORES DE SAUDE, EDUCACAO E ASSISTENCIA SOCIAL DESTE MUNICIPIO.",535.86,"Edital: 16/07/2019
Homologação: 06/08/2019
Julgamento: 31/07/2019
Adjudicação: 31/07/2019
Data de publicação: 17/07/2019
Prazo de Execução: 12 Meses
",Finalizado,,
103, 000043/2019 / A," 0213/2019 / ADITIVO
",Pregão,Menor Preço,31/07/2020,26/07/2019,"CONTRATACAO DE UMA EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE SUPORTE TECNICO E CONSERTOS NOS EQUIPAMENTOS DE INFORMATICA, CABEAMENTO DE REDE LOGICA, INCLUINDO SERVIDORES, COMPUTADORES, IMPRESSORAS, MONITORES DE VIDEO, SWITCHES DE COMUNICACAO, ROTEADORES, ESTABILIZADORES, NO-BREAKS, RACKS DE COMUNICACAO E REDE DE INTERNET.",27000,"Edital: 15/07/2019
Homologação: 01/08/2019
Julgamento: 26/07/2019
Adjudicação: 26/07/2019
Data de publicação: 16/07/2019
Prazo de Execução: 12 Meses
",Finalizado,,
104, 000038/2019 / A," 0188/2019 / ADITIVO
 0189/2019 / ADITIVO
",Pregão,Menor Preço,03/07/2020,28/06/2019,"CONTRATACAO DE EMPRESA ESPECIALIZADA, PARA PRESTACAO DE SERVICOS DE BORRACHARIA PARA A MANUTENCAO DOS VEICULOS, PERTECENTE A FROTA MUNICIPAL.",145000,"Edital: 13/06/2019
Homologação: 04/07/2019
Julgamento: 28/06/2019
Adjudicação: 28/06/2019
Data de publicação: 14/06/2019
Prazo de Execução: 12 Meses
",Finalizado,,
105, 000032/2019 / A," 0176/2019 / ADITIVO
 0177/2019 / ADITIVO
",Pregão,Menor Preço,26/06/2020,11/06/2019,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS MECANICOS PARA A MANUTENCAO DE VEICULOS PESADOS (CAMINHOES E ONIBUS), MAQUINAS E VEICULOS LEVES, PERTECENTE A FROTA MUNICIPAL.",222800,"Edital: 27/05/2019
Homologação: 26/06/2019
Julgamento: 11/06/2019
Adjudicação: 26/06/2019
Data de publicação: 28/05/2019
Prazo de Execução: 12 Meses
",Finalizado,,
106, 000029/2019 / B," 0168/2019 / ADITIVO
",Tomada de Preços,Menor Preço,03/02/2020,03/06/2019,"CONTRATACAO DE EMPRESA DO RAMO (ESPECIALIZADA), PARA A CONSTRUCAO DE UMA COBERTURA EM TELHAS E ESTRUTURA METALICA NA GARAGEM DA PREFEITURA MUNICIPAL DE CAREACU.",21156.17,"Edital: 09/05/2019
Homologação: 07/06/2019
Julgamento: 03/06/2019
Adjudicação: 03/06/2019
Data de publicação: 10/05/2019
Prazo de Execução: 4 Meses
",Finalizado,,
107, 000012/2019 / A," 0129/2019 / ADITIVO
",Pregão,Menor Preço,03/04/2020,29/03/2019,CONTRATACAO DE SERVICO DE MAO DE OBRA ESPECIALIZADA EM SERVICOS ELETRICOS NOS PREDIOS PUBLICOS NO MUNICIPIO DE CAREACU-MG.,45000,"Edital: 18/03/2019
Homologação: 04/04/2019
Julgamento: 29/03/2019
Adjudicação: 29/03/2019
Data de publicação: 19/03/2019
Prazo de Execução: 12 Meses
",Finalizado,,
108, 000007/2019 / A," 0097/2019 / ADITIVO
",Pregão,Menor Preço,11/03/2020,28/02/2019,CONTRATACAO DE EMPRESA ESPECIALIZADA NA LOCACAO DE BRINQUEDOS (PARQUE INFANTUL) PARA REALIZACAO DOS EVENTOS TRADICIONAIS DO MUNICIPIO DE CAREACU/MG.,85350,"Edital: 14/02/2019
Homologação: 11/03/2019
Julgamento: 28/02/2019
Adjudicação: 28/02/2019
Data de publicação: 15/02/2019
Prazo de Execução: 12 Meses
",Finalizado,,
109, 000006/2019 / A," 0083/2019 / ADITIVO
",Pregão,Menor Preço,13/02/2020,07/02/2019,CONTRATACAO DE EMPRESA ESPECIALIZADA NA LOCACAO DE CONCENTRADORES DE OXIGENIO PARA O ATENDIMENTO AO SETOR DE SAUDE E ASSISTENCIA SOCIAL DESTE MUNICIPIO.,115000,"Edital: 23/01/2019
Homologação: 13/02/2019
Julgamento: 07/02/2019
Adjudicação: 07/02/2019
Data de publicação: 24/01/2019
Prazo de Execução: 12 Meses
",Finalizado,,
110, 000073/2018 / B," 0291/2018 / ADITIVO
 0290/2018 / ADITIVO
 0289/2018 / ADITIVO
",Pregão,Menor Preço,11/12/2020,05/12/2018,"CONTRATACAO DE EMPRESA ESPECIALIZADA NA LOCACAO DE PALCO, SOM, ILUMINACAO, PROTECAO (GRADIL DE FERRO), TABLADO, FECHAMENTO, BANHEIROS QUIMICOS, TENDAS, GERADORES, BEM COMO NA PRESTACAO DE SERVICO DE APOIO PARA REALIZACAO DOS EVENTOS TRADICIONAIS DO MUNICIPIO DE CAREACU/MG.",485835,"Edital: 21/11/2018
Homologação: 11/12/2018
Julgamento: 05/12/2018
Adjudicação: 05/12/2018
Data de publicação: 22/11/2018
Prazo de Execução: 12 Meses
",Finalizado,,
111, 000065/2018 / B," 0273/2018 / ADITIVO
",Dispensa,Menor Preço,02/10/2020,04/10/2018,LOCACAO DO IMOVEL SOMENTE PARA A INSTALACAO DE UM ABRIGO DE PROTECAO PARA OS ANIMAIS (CAES).,12000,"Homologação: 04/10/2018
Julgamento: 04/10/2018
Adjudicação: 04/10/2018
",Finalizado,,
112, 000046/2018 / B," 0235/2018 / ADITIVO
 0236/2018 / ADITIVO
",Pregão,Menor Preço,30/07/2020,24/07/2018,"CONTRATACAO DE SERVICOS ELETRICOS PARA A MANUTENCAO DE VEICULOS PESADOS (CAMINHOES E ONIBUS), MAQUINAS E VEICULOS E LEVES, PERTENCENTE A FROTA MUNICIPAL.",512000,"Edital: 10/07/2018
Homologação: 30/07/2018
Julgamento: 24/07/2018
Adjudicação: 24/07/2018
Data de publicação: 12/07/2018
Prazo de Execução: 12 Meses
",Finalizado,,
113, 000044/2018 / B," 0227/2018 / ADITIVO
",Pregão,Menor Preço,10/07/2020,09/07/2018,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE PUBLICACAO E VEICULACAO DE ATOS OFICIAIS EM JORNAL DE CIRCULACAO DIARIA REGIONAL, EM ATENDIMENTO A SECRETARIA DE ADMINISTRACAO DO MUNICIPIO DE CAREACU-MG.",85200,"Edital: 25/06/2018
Homologação: 13/07/2018
Julgamento: 09/07/2018
Adjudicação: 09/07/2018
Data de publicação: 25/06/2018
Prazo de Execução: 12 Meses
",Finalizado,,
114, 000033/2018 / B," 0180/2018 / ADITIVO
",Dispensa,Menor Preço,15/05/2020,16/05/2018,LOCACAO DO IMOVEL PARA A INSTALACAO DAS DEPENDENCIAS DO PAÇO MUNICIPAL.,7823.22,"Homologação: 16/05/2018
Julgamento: 16/05/2018
Adjudicação: 16/05/2018
",Finalizado,,
115, 000033/2018 / C," 0180/2018 / ADITIVO
",Dispensa,Menor Preço,13/11/2020,16/05/2018,LOCACAO DO IMOVEL PARA A INSTALACAO DAS DEPENDENCIAS DO PAÇO MUNICIPAL.,1303.87,"Homologação: 16/05/2018
Julgamento: 16/05/2018
Adjudicação: 16/05/2018
",Finalizado,,
116, 000033/2018 / D," 0180/2018 / ADITIVO
",Dispensa,Menor Preço,11/12/2020,16/05/2018,LOCACAO DO IMOVEL PARA A INSTALACAO DAS DEPENDENCIAS DO PAÇO MUNICIPAL.,1303.87,"Homologação: 16/05/2018
Julgamento: 16/05/2018
Adjudicação: 16/05/2018
",Finalizado,,
117, 000024/2018 / B," 0134/2018 / ADITIVO
",Dispensa,Menor Preço,03/04/2020,06/04/2018,LOCACAO DO IMOVEL PARA A INSTALACAO DA CLINICA DE FISIOTERAPIA MUNICIPAL.,14400,"Homologação: 06/04/2018
Julgamento: 06/04/2018
Adjudicação: 06/04/2018
",Finalizado,,
118, 000021/2018 / A," 0205/2018 / ADITIVO
",Concorrência,Menor Preço,27/07/2020,14/05/2018,"CONTRATACAO DE EMPRESA ESPECIALIZADA DO RAMO DE CONSTRUCAO CIVIL, COM VISTAS A EXECUCAO DE OBRAS E SERVICOS DE ENGENHARIA DESTINADOS A CONSTRUCAO DO PAÇO MUNICIPAL.",90821.51,"Edital: 28/03/2018
Homologação: 18/06/2018
Julgamento: 14/05/2018
Adjudicação: 18/06/2018
Data de publicação: 29/03/2018
Prazo de Execução: 18 Meses
",Finalizado,,
119, 000060/2017 / C," 0256/2017 / ADITIVO
",Pregão,Menor Preço,13/11/2020,07/11/2017,"CONTRATACAO DE EMPRESA ESPECIALIZADA, PARA PRESTACAO DE SERVICOS DE FUNILARIA, PINTURA EM GERAL EM VEICULOS, COM FORNECIMENTO DOS MATERIAIS E MAO DE OBRA NECESSARIA ESPECIALIZADA, PARA A EXECUCAO DOS SERVICOS NOS VEICULOS PERTENCENTE A FROTA MUNICIPAL.",49200,"Edital: 18/10/2017
Homologação: 13/11/2017
Julgamento: 07/11/2017
Adjudicação: 07/11/2017
Data de publicação: 19/10/2017
Prazo de Execução: 12 Meses
",Finalizado,,
120, 000055/2017 / C," 0240/2017 / ADITIVO
",Pregão,Menor Preço,02/10/2020,26/09/2017,CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS COM UM TRATOR DE ESTEIRA AD7B PARA O ATENDIMENTO A VÁRIOS SETORES DA ADMINISTRAÇÃO MUNICIPAL.,156000,"Edital: 11/09/2017
Homologação: 02/10/2017
Julgamento: 26/09/2017
Adjudicação: 26/09/2017
Data de publicação: 12/09/2017
Prazo de Execução: 12 Meses
",Finalizado,,
121, 000049/2017 / C," 0224/2017 / ADITIVO
 0225/2017 / ADITIVO
 0226/2017 / ADITIVO
",Pregão,Menor Preço,07/08/2020,04/08/2017,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ALINHAMENTO, BALANCEAMENTO, RECAPAGEM DE PNEUS E CAMBAGEM EM VEICULOS LEVES E PESADOS PERTENCENTE A FROTA MUNICIPAL.",504820,"Edital: 20/07/2017
Homologação: 10/08/2017
Julgamento: 04/08/2017
Adjudicação: 04/08/2017
Data de publicação: 21/07/2017
Prazo de Execução: 12 Meses
",Finalizado,,
122, 000032/2017 / C," 0184/2017 / ADITIVO
",Pregão,Menor Preço,22/05/2020,16/05/2017,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DOS SERVIÇOS DE CONSULTORIA EM PESQUISA E ELABORAÇAO,CONCLUSAO E PROTOCOLIZAÇÃO DE PROJETOS NA AREA MUNICIPAL, COM VISTAS A BUSCAR RECURSOS JUNTO AO ESTADO E UNIAO, AUTARQUIAS DO PREFEITO E SECRETARIAS",77400,"Edital: 26/04/2017
Homologação: 22/05/2017
Julgamento: 16/05/2017
Adjudicação: 16/05/2017
Data de publicação: 26/04/2017
Prazo de Execução: 12 Meses
",Finalizado,,
123, 000018/2017 / C," 0142/2017 / ADITIVO
",Pregão,Menor Preço,07/04/2020,03/04/2017,"CONTRATACAO DE SERVICOS DE ACESSO AOS MEIOS DE COMUNICACAO MULTIMIDIA A REDE DE COMPUTADORES. ATRAVES DE PROTOCOLO TCP/IP, OU CABO, INCLUINDO O ACESSO AOS MAIS VARIADOS BANCO DE DADOS, COM POSSIBILIDADE DE ENVIO, COPIA E GRAVACAO DE ARQUIVOS DE DISTINTAS NATUREZAS.",22800,"Edital: 20/03/2017
Homologação: 07/04/2017
Julgamento: 03/04/2017
Adjudicação: 03/04/2017
Data de publicação: 21/03/2017
Prazo de Execução: 12 Meses
",Finalizado,,
124, 000015/2017 / C," 0133/2017 / ADITIVO
",Pregão,Menor Preço,20/03/2020,20/03/2017,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS DE ASSESSORIA EM SISTEMAS DE NIVEL FEDERAL E ESTADUAL DE PRESTACAO DE CONTAS, METAS E GESTAO. IMPLANTACAO, TREINAMENTO E SUPORTE DO SISTEMA E-SUS AB EM SERVIDOR UNICO E ACESSO PARA TERMINAIS. SUPORTE DOS SISTEMAS DATASUS E MINISTERIO DA SAUDE. INSTALACAO DE SISTEMAS MUNICIPAIS.",26400,"Edital: 06/03/2017
Homologação: 24/03/2017
Julgamento: 20/03/2017
Adjudicação: 20/03/2017
Data de publicação: 08/03/2017
Prazo de Execução: 12 Meses
",Finalizado,,
125, 000012/2017 / C," 0123/2017 / ADITIVO
",Pregão,Menor Preço,13/03/2020,13/03/2017,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO DESENVOLVIMENTO DE SOFTWARE, CONSULTORIA, ASSESSORIA E TREINAMENTO DE PESSOAL PARA A PRESTACAO DOS SERVICOS NAS AREAS DE CONTABILIDADE, ADMINISTRACAO, GESTAO, ARRECADACAO DE TRIBUTOS, CONTROLE INTERNO, LICITACOES, COMPRAS, ALMOXARIFADO, CONTROLE DE FROTAS, APOIO TECNICO, IMPLANTACAO DE NORMAS DE CONVERGENCIAS AO NOVO PLANO DE CONTAS CONTABIL, APLICADO AO SETOR PUBLICO, PARA ATENDER AS NECESSIDADES ADMINISTRATIVAS DO MUNICIPIO DE CAREACU-MG, MEDIANTE ESPECIFICACOES DO EDITAL E SEUS ANEXOS, CONFORME O TERMO DE REFERENCIA",136800,"Edital: 21/02/2017
Homologação: 16/03/2017
Julgamento: 13/03/2017
Adjudicação: 13/03/2017
Data de publicação: 21/02/2017
Prazo de Execução: 12 Meses
",Finalizado,,
126, 000011/2017 / C," 0122/2017 / ADITIVO
",Pregão,Menor Preço,13/03/2020,10/03/2017,CONTRATACAO DE EMPRESA PARA A PRESTACAO DE ASSESSORIA NA CAPTACAO DE RECURSOS E NO ACOMPANHAMENTO DE TODOS OS PROGRAMAS RELACIONADOS A SECRETARIA MUNICIPAL DE EDUCACAO,18000,"Edital: 20/02/2017
Homologação: 16/03/2017
Julgamento: 10/03/2017
Adjudicação: 10/03/2017
Data de publicação: 20/02/2017
Prazo de Execução: 12 Meses
",Finalizado,,
127, 000004/2017 / D," 0080/2017 / ADITIVO
",Pregão,Menor Preço,14/02/2020,09/02/2017,CONTRATACAO DE EMPRESA PARA DESTINACAO FINAL DOS RESIDUOS SOLIDOS DOMICILIARES PROVENIENTES DA LIMPEZA PUBLICA DO MUNICIPIO DE CAREACU-MG,128520,"Edital: 26/01/2017
Homologação: 15/02/2017
Julgamento: 09/02/2017
Adjudicação: 09/02/2017
Data de publicação: 27/01/2017
Prazo de Execução: 12 Meses
",Finalizado,,
128,,,,,,,,,,,,
129,,,,,,,,,,,,
130,,,,,,,,,,,,
131,Filtro de busca:,,,,,,,,,,,
